wavelength flux error
934.2769775390625 0.0 0.0
936.0206909179688 0.0 0.0
937.764404296875 0.0 0.0
939.5081787109375 0.0 0.0
941.251953125 0.0 0.0
942.9957275390625 0.0 0.0
944.7395629882812 0.0 0.0
946.4833984375 0.0 0.0
948.227294921875 0.0 0.0
949.9711303710938 0.0 0.0
951.7150268554688 0.0 0.0
953.458984375 0.0 0.0
955.2029418945312 0.0 0.0
956.9468994140625 0.0 0.0
958.6908569335938 0.0 0.0
960.4348754882812 0.0 0.0
962.1788940429688 0.0 0.0
963.9229125976562 0.0 0.0
965.6669921875 0.0 0.0
967.4110717773438 0.0 0.0
969.1552124023438 0.0 0.0
970.8992919921875 0.0 0.0
972.6434326171875 0.0 0.0
974.3876342773438 0.0 0.0
976.1318359375 0.0 0.0
977.8760375976562 0.0 0.0
979.6202392578125 0.0 0.0
981.364501953125 0.0 0.0
983.1087646484375 0.0 0.0
984.85302734375 0.0 0.0
986.5973510742188 0.0 0.0
988.3416748046875 0.0 0.0
990.0859985351562 0.0 0.0
991.830322265625 0.0 0.0
993.57470703125 0.0 0.0
995.319091796875 0.0 0.0
997.0635375976562 0.0 0.0
998.8079833984375 0.0 0.0
1000.5524291992188 0.0 0.0
1002.296875 0.0 0.0
1004.0413818359375 0.0 0.0
1005.785888671875 0.0 0.0
1007.5303955078125 0.0 0.0
1009.2749633789062 0.0 0.0
1011.0194702148438 0.0 0.0
1012.7640991210938 0.0 0.0
1014.5086669921875 0.0 0.0
1016.2532958984375 0.0 0.0
1017.9979248046875 0.0 0.0
1019.7425537109375 0.0 0.0
1021.4872436523438 0.0 0.0
1023.23193359375 0.0 0.0
1024.9765625 0.0 0.0
1026.7213134765625 0.0 0.0
1028.466064453125 0.0 0.0
1030.2108154296875 0.0 0.0
1031.95556640625 0.0 0.0
1033.7003173828125 0.0 0.0
1035.4451904296875 0.0 0.0
1037.18994140625 0.0 0.0
1038.934814453125 0.0 0.0
1040.6796875 0.0 0.0
1042.424560546875 0.0 0.0
1044.16943359375 0.0 0.0
1045.914306640625 0.0 0.0
1047.6591796875 0.0 0.0
1049.4041748046875 0.0 0.0
1051.149169921875 0.0 0.0
1052.89404296875 0.0 0.0
1054.6390380859375 0.0 0.0
1056.384033203125 0.0 0.0
1058.1290283203125 0.0 0.0
1059.8740234375 0.0 0.0
1061.619140625 0.0 0.0
1063.3641357421875 0.0 0.0
1065.1092529296875 0.0 0.0
1066.8543701171875 0.0 0.0
1068.5994873046875 0.0 0.0
1070.3446044921875 0.0 0.0
1072.0897216796875 0.0 0.0
1073.8348388671875 0.0 0.0
1075.5799560546875 0.0 0.0
1077.3251953125 0.0 0.0
1079.0703125 0.0 0.0
1080.8155517578125 0.0 0.0
1082.560791015625 0.0 0.0
1084.3060302734375 0.0 0.0
1086.05126953125 0.0 0.0
1087.7965087890625 0.0 0.0
1089.541748046875 0.0 0.0
1091.287109375 0.0 0.0
1093.0323486328125 0.0 0.0
1094.7777099609375 0.0 0.0
1096.5230712890625 0.0 0.0
1098.2684326171875 0.0 0.0
1100.0137939453125 0.0 0.0
1101.7591552734375 0.0 0.0
1103.5045166015625 0.0 0.0
1105.2498779296875 0.0 0.0
1106.995361328125 0.0 0.0
1108.74072265625 0.0 0.0
1110.4862060546875 0.0 0.0
1112.2315673828125 0.0 0.0
1113.97705078125 0.0 0.0
1115.7225341796875 0.0 0.0
1117.468017578125 0.0 0.0
1119.2135009765625 0.0 0.0
1120.9591064453125 0.0 0.0
1122.70458984375 0.0 0.0
1124.4500732421875 0.0 0.0
1126.1956787109375 0.0 0.0
1127.9412841796875 0.0 0.0
1129.686767578125 0.0 0.0
1131.432373046875 0.0 0.0
1133.177978515625 0.0 0.0
1134.923583984375 0.0 0.0
1136.669189453125 0.0 0.0
1138.414794921875 1.3007988309003855e-14 7.137590892674142e-14
1140.1605224609375 -3.109056455753538e-14 4.615487950599545e-14
1141.9061279296875 -2.7345108531587163e-14 4.058995435769763e-14
1143.65185546875 4.736230125538393e-14 6.185494011521492e-14
1145.3974609375 -2.3660649042236623e-14 2.896929929014497e-14
1147.1431884765625 -4.638508950853201e-14 0.0
1148.888916015625 6.0477491748258186e-15 3.324737810365616e-14
1150.634521484375 7.042455963686802e-15 3.0558577044682844e-14
1152.3802490234375 -1.2896303626776587e-14 1.9129359893539123e-14
1154.1259765625 3.946676495271591e-14 3.3938844979817737e-14
1155.871826171875 4.913872755148586e-15 2.1337815344388104e-14
1157.6175537109375 1.7829267657523337e-14 2.3296035239761537e-14
1159.36328125 -8.10986697854241e-15 1.2023857997038763e-14
1161.1090087890625 2.507409122725398e-14 2.1565040402818543e-14
1162.8548583984375 -6.5454839458408114e-15 9.702162711471354e-15
1164.6005859375 1.1612173726651808e-14 1.5176345220129818e-14
1166.346435546875 -5.360801642954318e-15 7.944246626365777e-15
1168.09228515625 9.015762786400254e-15 1.220846798085989e-14
1169.838134765625 -1.1079836389192056e-14 0.0
1171.5838623046875 7.572814208665294e-15 1.0255873231289174e-14
1173.3297119140625 1.1707547942446748e-14 1.0554936848042144e-14
1175.0755615234375 -3.91250786380571e-15 4.7816860639495005e-15
1176.821533203125 6.3897908198059985e-15 8.354628160079855e-15
1178.5673828125 1.106472998009425e-15 6.1166807160733735e-15
1180.313232421875 -3.257164189987452e-15 4.822164074432889e-15
1182.05908203125 -7.52220060193506e-15 0.0
1183.8050537109375 -2.8008808820704795e-15 4.145630389131407e-15
1185.5509033203125 4.458942370606615e-15 6.27580009037983e-15
1187.296875 4.358545672950931e-15 5.906302719447349e-15
1189.0428466796875 -5.3465414197708186e-15 0.0
1190.7886962890625 -2.0086528723276638e-15 2.971573055777035e-15
1192.53466796875 9.045325083292376e-16 3.948643983401473e-15
1194.2806396484375 6.008025870698434e-15 5.249766634997594e-15
1196.026611328125 -1.7347313110315692e-15 2.5653792529541823e-15
1197.7725830078125 3.2750211268232302e-15 4.285317133561955e-15
1199.5185546875 7.6946378752711965e-16 3.3625228066481517e-15
1201.2645263671875 -3.832453085894812e-15 0.0
1203.010498046875 -1.6519516281293537e-15 2.015361161511681e-15
1204.756591796875 -1.421882974215864e-15 2.101407215216746e-15
1206.5025634765625 6.497923257610719e-16 2.8425623146136796e-15
1208.24853515625 -1.4530075175000785e-15 1.772049041588752e-15
1209.99462890625 2.127338493622226e-15 2.997197284739135e-15
1211.7406005859375 5.638412456252179e-16 2.468534587962809e-15
1213.4866943359375 5.334112693577519e-16 2.3359347564437007e-15
1215.2327880859375 -2.6428613800460327e-15 0.0
1216.978759765625 4.815267955692818e-16 2.109853616008529e-15
1218.724853515625 -9.563115265157746e-16 1.411894973460078e-15
1220.470947265625 -2.23686895930639e-15 0.0
1222.217041015625 -9.597618093472966e-16 1.1694246984076014e-15
1223.963134765625 -8.215170855698894e-16 1.2124153262499013e-15
1225.709228515625 1.5454192355619963e-15 2.0242719481167962e-15
1227.455322265625 1.4877955841602862e-15 1.948923073502606e-15
1229.201416015625 2.655467083185749e-16 1.4829019571866429e-15
1230.947509765625 3.403432380418166e-16 1.4944997440586856e-15
1232.6937255859375 3.312645006851286e-16 1.4550348908593316e-15
1234.4398193359375 -6.793819394657432e-16 1.00186368786969e-15
1236.1859130859375 -6.608796694032755e-16 9.744508429603439e-16
1237.93212890625 1.552587569515491e-16 1.2306171113743306e-15
1239.67822265625 -1.5353434610170511e-15 0.0
1241.4244384765625 2.1547329685045284e-16 1.2063685697976897e-15
1243.1705322265625 -1.448319190137026e-15 0.0
1244.916748046875 -1.404618007531098e-15 0.0
1246.6629638671875 1.9671875655349116e-16 1.1025970811219077e-15
1248.4090576171875 1.9123886366633966e-16 1.072283783642926e-15
1250.1552734375 2.4820164408073414e-16 1.093245519746865e-15
1251.9014892578125 -5.186017453079578e-16 7.637506561770078e-16
1253.647705078125 2.419442675922318e-16 1.0662899667499177e-15
1255.3939208984375 -5.606373435022285e-16 6.815756489200134e-16
1257.14013671875 1.6159205406190503e-15 1.4139750746202978e-15
1258.8863525390625 -4.743970016148871e-16 6.982732094092375e-16
1260.632568359375 2.1752277247567343e-16 9.597581035781524e-16
1262.3787841796875 -4.497452723553532e-16 6.61808229271703e-16
1264.125 -1.0913159786930197e-15 0.0
1265.8712158203125 8.450524783445014e-16 1.108638543618199e-15
1267.617431640625 2.688836210840628e-15 1.5331392695300586e-15
1269.36376953125 1.5209440067928464e-16 8.566987049132152e-16
1271.1099853515625 8.252526596859585e-16 1.0828919183952204e-15
1272.856201171875 1.0025159032390758e-16 8.035711573350902e-16
1274.6025390625 1.9458062040149469e-16 8.605303113896792e-16
1276.3487548828125 -4.0808220983919673e-16 5.99841787009861e-16
1278.0950927734375 -9.982005880101704e-16 0.0
1279.84130859375 -4.463649226815389e-16 5.417216684219415e-16
1281.587646484375 -3.968502882608087e-16 5.83089328197743e-16
1283.3338623046875 -3.9298104175775105e-16 5.77323839623579e-16
1285.0802001953125 2.419620976357715e-15 1.3799420319534489e-15
1286.8265380859375 -3.8406146718580805e-16 5.640625859222473e-16
1288.57275390625 1.3400859289418023e-16 7.580881879850536e-16
1290.319091796875 1.3263804064596356e-16 7.506329216206765e-16
1292.0654296875 -3.7235586890144764e-16 5.466405475653248e-16
1293.8116455078125 -3.6930975313466397e-16 5.420922982759245e-16
1295.5579833984375 -3.6658302172855436e-16 5.380137816953358e-16
1297.3043212890625 1.2841657402063594e-16 7.279074511623172e-16
1299.0506591796875 -8.964132740133315e-16 0.0
1300.7969970703125 7.006527367163116e-16 9.205212081207282e-16
1302.5433349609375 1.2650088989641213e-16 7.179187092527025e-16
1304.2896728515625 1.7338425617116626e-15 1.168418105628908e-15
1306.0360107421875 -8.679353910519315e-16 0.0
1307.7823486328125 -3.889309801902342e-16 4.710638740278823e-16
1309.5286865234375 5.897662771627119e-16 8.346774894109387e-16
1311.2750244140625 2.0642381389418063e-15 1.1910317677382297e-15
1313.0213623046875 6.22704635624353e-16 8.4829195585127545e-16
1314.7677001953125 8.007809778672753e-17 6.511102560874404e-16
1316.5140380859375 -3.3858283887962617e-16 4.960671219605267e-16
1318.2603759765625 -3.3636882710440144e-16 4.927519408840918e-16
1320.0067138671875 1.550044750138054e-16 6.909289573005099e-16
1321.7530517578125 1.5373379324402594e-16 6.854792002574349e-16
1323.49951171875 1.1445610785623558e-16 6.5277832865838015e-16
1325.245849609375 -8.003203507626466e-16 0.0
1326.9921875 -3.2111442546884153e-16 4.700631046007013e-16
1328.738525390625 -3.1753483776396526e-16 4.647549608784954e-16
1330.4849853515625 1.0938231432773332e-16 6.248891865348811e-16
1332.2313232421875 1.0847945661529904e-16 6.199928067041592e-16
1333.9776611328125 1.4307831729091385e-16 6.393803320756261e-16
1335.7239990234375 -7.578705534571684e-16 0.0
1337.470458984375 5.89995611333181e-16 7.763646178879596e-16
1339.216796875 1.4168071292794426e-16 6.337420043226686e-16
1340.963134765625 -7.52753839181042e-16 0.0
1342.7095947265625 5.160552466311561e-16 7.315529221486221e-16
1344.4559326171875 9.579072307092833e-16 8.533573716945338e-16
1346.2022705078125 -3.0256710384149173e-16 4.4219251779270303e-16
1347.94873046875 -7.450680739758933e-16 0.0
1349.695068359375 1.0470348961555778e-16 6.009790875602275e-16
1351.4415283203125 -7.445474134111279e-16 0.0
1353.1878662109375 -7.422687889038955e-16 0.0
1354.9342041015625 -7.395327136655865e-16 0.0
1356.6806640625 1.4146178667481454e-15 9.624678678555373e-16
1358.427001953125 1.3668558758441824e-16 6.13587755315259e-16
1360.1734619140625 1.354684144741036e-16 6.0832418670190235e-16
1361.9197998046875 -2.9141295047557347e-16 4.25314195178579e-16
1363.6661376953125 -2.886488702104459e-16 4.212159321424075e-16
1365.41259765625 -3.1944725287040825e-16 3.8521716423299773e-16
1367.158935546875 -2.8515422402831145e-16 4.1598958003917085e-16
1368.9053955078125 9.803884248065883e-17 5.654488612195474e-16
1370.6517333984375 1.307574554494916e-16 5.883401913168908e-16
1372.398193359375 -2.852734174458579e-16 4.1597242762198895e-16
1374.14453125 5.113661781142747e-16 6.98630445554742e-16
1375.890869140625 1.297510267834318e-15 8.908930544169569e-16
1377.6373291015625 -2.8071947715384315e-16 4.0914319801497155e-16
1379.3836669921875 -2.808153506955605e-16 4.0921969567802045e-16
1381.130126953125 -2.8110757706236323e-16 4.095821993096657e-16
1382.87646484375 -6.918663580753243e-16 0.0
1384.622802734375 -3.12888359122463e-16 3.767353468761076e-16
1386.3692626953125 9.549162911980794e-17 5.53241845900192e-16
1388.1156005859375 -6.824465576084685e-16 0.0
1389.862060546875 4.965946117284294e-16 6.789754165906204e-16
1391.6083984375 -3.0621127780859614e-16 3.684897193626034e-16
1393.354736328125 6.172810836630837e-17 5.168744863098286e-16
1395.1011962890625 -6.633696286308479e-16 0.0
1396.8475341796875 -2.680040832474576e-16 3.8994228458969664e-16
1398.5938720703125 -2.6593803754020636e-16 3.8687523122724803e-16
1400.34033203125 7.992750062266163e-16 7.248822729911985e-16
1402.086669921875 -2.6343555810688234e-16 3.831138490760673e-16
1403.8330078125 -2.628218827365966e-16 3.821609899499654e-16
1405.579345703125 -6.437262993093103e-16 0.0
1407.3258056640625 8.882511586544707e-17 5.174762502792936e-16
1409.0721435546875 8.847330602476092e-17 5.156685760907345e-16
1410.8184814453125 1.1742534214816613e-16 5.325348549551398e-16
1412.5648193359375 1.2064542260044808e-15 8.217052327632983e-16
1414.311279296875 1.595675817904962e-15 9.065254709750086e-16
1416.0576171875 4.828218030665152e-16 6.376415322535906e-16
1417.803955078125 1.5576895665941589e-15 8.900110813606283e-16
1419.55029296875 8.551183399569857e-17 4.998217013783498e-16
1421.296630859375 -6.183685680882399e-16 0.0
1423.04296875 4.763072197296232e-16 6.2925029448249745e-16
1424.789306640625 4.704221936307779e-16 6.21528159800176e-16
1426.53564453125 8.244431079466202e-17 4.828132797974835e-16
1428.281982421875 -5.953038609345053e-16 0.0
1430.0283203125 1.088562803977088e-16 4.956091418338582e-16
1431.774658203125 1.0822227623668895e-16 4.928999069520653e-16
1433.52099609375 1.0758583685594575e-16 4.901781253947412e-16
1435.267333984375 1.0730646156713964e-16 4.890822235796718e-16
1437.013671875 4.248212749428362e-16 5.822420305526927e-16
1438.760009765625 -2.651509057041907e-16 3.178441371386111e-16
1440.50634765625 -5.829195510313777e-16 0.0
1442.2525634765625 4.253563615374845e-16 5.83135650312046e-16
1443.9989013671875 -5.845527364328024e-16 0.0
1445.7452392578125 -2.3904815606645095e-16 3.462488840989716e-16
1447.4915771484375 -2.6671611671159824e-16 3.1948497230634067e-16
1449.23779296875 -2.670738557829152e-16 3.198661371326051e-16
1450.984130859375 -2.399614164022687e-16 3.473998959951718e-16
1452.7303466796875 4.556750853212845e-16 6.028737943841169e-16
1454.4766845703125 -5.892971267890514e-16 0.0
1456.2230224609375 1.0778226909036995e-16 4.934176558410745e-16
1457.96923828125 4.553407720049151e-16 6.025897736489907e-16
1459.7154541015625 4.2667971816867135e-16 5.854926783064587e-16
1461.4617919921875 -2.38895901894182e-16 3.4551297128648524e-16
1463.2080078125 5.209559675057327e-17 4.490993567935126e-16
1464.954345703125 7.856667998891554e-17 4.651088618317701e-16
1466.7005615234375 -2.3479268900922494e-16 3.394082724867255e-16
1468.44677734375 -2.5911320191660285e-16 3.0982244396053724e-16
1470.1929931640625 -5.646889138471826e-16 0.0
1471.9393310546875 7.588238625695236e-17 4.5012813124751215e-16
1473.685546875 7.32009684665429e-16 6.442474363301085e-16
1475.4317626953125 4.0010543587710697e-16 5.494935662899141e-16
1477.177978515625 7.39799171701947e-17 4.3951419961348493e-16
1478.9241943359375 -5.441431238599047e-16 0.0
1480.67041015625 -5.438070105985224e-16 0.0
1482.4166259765625 4.2005764105681684e-16 5.565890024703858e-16
1484.162841796875 9.862118424934106e-17 4.542146946410997e-16
1485.908935546875 4.175972485730595e-16 5.5342872254418e-16
1487.6551513671875 4.1495863506324396e-16 5.49981563146651e-16
1489.4013671875 -2.4378391727454974e-16 2.9096187896138096e-16
1491.1474609375 -2.184597364991245e-16 3.150503577807704e-16
1492.8936767578125 4.6926366431717086e-17 4.0993845607332493e-16
1494.639892578125 9.642670717146238e-17 4.451370425453754e-16
1496.385986328125 7.149286300093356e-17 4.271636916189088e-16
1498.1322021484375 4.0862695790339965e-16 5.418851457807616e-16
1499.8782958984375 -5.263314503472453e-16 0.0
1501.6243896484375 -5.235396297530951e-16 0.0
1503.37060546875 3.773200643075091e-16 5.190008566447921e-16
1505.11669921875 -2.3637269662342983e-16 2.81724640564438e-16
1506.86279296875 -2.111050288274542e-16 3.039724638498846e-16
1508.60888671875 9.220150168976602e-17 4.269675505520602e-16
1510.35498046875 -2.0867879559427287e-16 3.003746649366424e-16
1512.10107421875 3.667629368205071e-16 5.047272397528139e-16
1513.84716796875 -2.0766244870179632e-16 2.9880778633311993e-16
1515.59326171875 9.661471672201731e-16 6.594251550141623e-16
1517.33935546875 -2.0901326772931991e-16 3.006465360429314e-16
1519.08544921875 -2.0973957201181088e-16 3.01638491033505e-16
1520.8314208984375 3.9360038166087155e-16 5.225855530171315e-16
1522.5775146484375 -2.0947414629685486e-16 3.0115126180037656e-16
1524.3236083984375 -2.3243732861092715e-16 2.7655731606971313e-16
1526.069580078125 -2.0863996442759718e-16 2.998465663638089e-16
1527.815673828125 9.122451535955719e-17 4.243013025923405e-16
1529.5616455078125 9.146079122972683e-17 4.2557198436211994e-16
1531.3076171875 -2.098320309519596e-16 3.0140028948686933e-16
1533.0537109375 -2.0997287664922023e-16 3.0154923493668807e-16
1534.7996826171875 9.140745462382941e-17 4.258412084904488e-16
1536.545654296875 6.759433430419154e-17 4.088863088039371e-16
1538.2916259765625 3.436185291603918e-16 4.924839608354042e-16
1540.03759765625 9.042311631233621e-17 4.217711092997735e-16
1541.7835693359375 8.949807030715081e-17 4.1762715942400943e-16
1543.529541015625 -4.951673612123059e-16 0.0
1545.275390625 -2.009466818050416e-16 2.8822760366808487e-16
1547.0213623046875 6.12654907342536e-16 5.491363301444096e-16
1548.767333984375 8.90994592491509e-16 6.139936958552306e-16
1550.51318359375 6.262928260075999e-16 5.52523720779598e-16
1552.2591552734375 8.454426428958304e-17 3.954873857788969e-16
1554.0050048828125 -1.938991691605388e-16 2.7786987303082247e-16
1555.7509765625 -4.685288632354278e-16 0.0
1557.496826171875 8.297164174388702e-17 3.8861506337068796e-16
1559.24267578125 6.115499131581733e-17 3.7262310779630637e-16
1560.988525390625 6.100286287500148e-17 3.7190680909050485e-16
1562.734375 -4.634198251953858e-16 0.0
1564.480224609375 -2.1203542834556405e-16 2.5135393013350023e-16
1566.22607421875 -4.641212743548308e-16 0.0
1567.971923828125 -4.641102629265165e-16 0.0
1569.7176513671875 -1.9064877286967903e-16 2.7276742596590137e-16
1571.4635009765625 -1.9003906796633354e-16 2.718456688308315e-16
1573.209228515625 5.809457525060384e-16 5.211743431874467e-16
1574.955078125 -4.577278167293961e-16 0.0
1576.7008056640625 -4.549067205590065e-16 0.0
1578.446533203125 5.897938719079466e-17 3.61632114151853e-16
1580.1923828125 -1.8511415371320103e-16 2.6455882967405995e-16
1581.9381103515625 -1.8442087048076318e-16 2.6351962612689733e-16
1583.683837890625 3.424702965910498e-16 4.562771139885455e-16
1585.4295654296875 3.432117680572525e-16 4.573103883050774e-16
1587.1751708984375 -2.0609366427414255e-16 2.437891847606905e-16
1588.9208984375 -4.493262028046991e-16 0.0
1590.6666259765625 -1.8434408165013866e-16 2.6316749864885595e-16
1592.4122314453125 3.718900801897966e-17 3.4106604831340016e-16
1594.157958984375 5.74137989890278e-17 3.538847272997915e-16
1595.903564453125 7.741629674998089e-17 3.660063511101518e-16
1597.649169921875 -1.8042593222926688e-16 2.5738326947073395e-16
1599.3948974609375 5.905239481340308e-16 5.13751740531098e-16
1601.1405029296875 8.076721202887811e-16 5.572542409713356e-16
1602.8861083984375 7.69033124213e-17 3.6421614697612983e-16
1604.6317138671875 7.688167337647562e-17 3.642732422907307e-16
1606.377197265625 7.670650960996139e-17 3.636029215920973e-16
1608.122802734375 3.3305565773121624e-16 4.443558134702109e-16
1609.868408203125 3.1159803677621907e-16 4.312963918383421e-16
1611.6138916015625 -4.335989714961141e-16 0.0
1613.3594970703125 3.090810783734529e-16 4.279048983873155e-16
1615.10498046875 5.5429677249643804e-17 3.441053348770466e-16
1616.8504638671875 7.522860255312514e-17 3.575437772830321e-16
1618.595947265625 -4.3087231949934333e-16 0.0
1620.3414306640625 3.085162926860915e-16 4.2730840190399126e-16
1622.0869140625 5.5309762530603217e-17 3.441929763173078e-16
1623.8323974609375 -1.7802152332936714e-16 2.5324045779549277e-16
1625.577880859375 -4.3122481755429912e-16 0.0
1627.3232421875 3.28125740689739e-16 4.3826980233484995e-16
1629.0687255859375 -4.2925829821835026e-16 0.0
1630.8140869140625 -4.273496682903903e-16 0.0
1632.5594482421875 -1.759105054665726e-16 2.5000031854422865e-16
1634.3048095703125 7.422738975713586e-17 3.5437058010438067e-16
1636.0501708984375 5.463987196588837e-17 3.4169457323004245e-16
1637.7955322265625 -1.7713719446265405e-16 2.515997549766612e-16
1639.5408935546875 5.570295125425172e-16 4.928866720622645e-16
1641.2862548828125 -1.7668829347038887e-16 2.5086619797455936e-16
1643.0316162109375 5.429524867036408e-17 3.403819897991535e-16
1644.77685546875 2.8440221758982724e-16 4.1044233479782283e-16
1646.5220947265625 -4.228897486555208e-16 0.0
1648.2674560546875 7.27524340807252e-17 3.485979182199446e-16
1650.0126953125 -4.1676204761728717e-16 0.0
1651.7579345703125 -4.1531084195062413e-16 0.0
1653.503173828125 -1.7118444543269784e-16 2.4272502021136346e-16
1655.248291015625 7.136887193583431e-17 3.4259944264572646e-16
1656.9935302734375 5.219315112329532e-17 3.28849715631625e-16
1658.73876953125 5.2005520090588693e-17 3.2787496599779252e-16
1660.48388671875 -1.6973642937447681e-16 2.404857827361783e-16
1662.22900390625 2.9145024639503226e-16 4.0474548236216603e-16
1663.9742431640625 5.1611021112849903e-17 3.2600805244248484e-16
1665.7193603515625 7.038970846625324e-17 3.3884285152465364e-16
1667.4644775390625 4.925396532516862e-16 4.507877052156272e-16
1669.2095947265625 -1.6866734144614388e-16 2.387389361011439e-16
1670.95458984375 -4.0641996061976937e-16 0.0
1672.69970703125 -1.8630121744921872e-16 2.1854019139422385e-16
1674.4447021484375 6.932330722054988e-17 3.3449391967565404e-16
1676.1898193359375 3.0535844797960907e-16 4.090600564372426e-16
1677.934814453125 2.6853194359227465e-16 3.8842630737234826e-16
1679.6798095703125 3.062262597038507e-16 4.10310674114084e-16
1681.4248046875 6.920429247401575e-17 3.345527090561494e-16
1683.1697998046875 3.0474501083733974e-16 4.084136908891488e-16
1684.9146728515625 -4.01057818547176e-16 0.0
1686.65966796875 1.201239785302065e-15 6.054383454506069e-16
1688.404541015625 -1.6489373025678716e-16 2.3289469993266487e-16
1690.1495361328125 1.8307725123329125e-16 4.0871544637660813e-16
1691.8944091796875 1.2640416667476957e-15 6.769873773238553e-16
1693.6392822265625 -3.911520858663922e-16 0.0
1695.3841552734375 -1.0491320967934202e-16 2.85973860753678e-16
1697.1290283203125 4.660253514806993e-16 4.942850175790629e-16
1698.873779296875 -1.0466853627159374e-16 2.8513212176234403e-16
1700.61865234375 -1.043295576565695e-16 2.8412153204693084e-16
1702.3634033203125 1.7924140959209094e-16 4.0064957513637905e-16
1704.108154296875 1.7862589457212289e-16 3.99345038518489e-16
1705.8529052734375 -3.8652643894143647e-16 0.0
1707.59765625 -3.875892535320038e-16 0.0
1709.3424072265625 -3.8783822827893736e-16 0.0
1711.087158203125 -1.0381209331769103e-16 2.8219034986675024e-16
1712.831787109375 1.5524417210298856e-16 3.8147820198513964e-16
1714.5765380859375 -3.823913035022798e-16 0.0
1716.3211669921875 -3.8226162805201106e-16 0.0
1718.0657958984375 -1.026432540249291e-16 2.7866791041603403e-16
1719.8104248046875 -1.2417949022534332e-16 2.5589325910717483e-16
1721.5550537109375 1.7464249714453292e-16 3.9114316555066643e-16
1723.2996826171875 1.7417157329563913e-16 3.9015909855441414e-16
1725.044189453125 4.8656124177040615e-16 4.3186006579496025e-16
1726.7886962890625 -1.7348535749435494e-16 2.0238142326879237e-16
1728.5333251953125 2.82816518973008e-16 3.8010751738802497e-16
1730.27783203125 -3.756588738792658e-16 0.0
1732.0223388671875 -3.757278276551282e-16 0.0
1733.7667236328125 6.328463728600656e-17 3.104455690421408e-16
1735.51123046875 4.675817215817198e-16 4.2196584746830316e-16
1737.2557373046875 2.8230896094914545e-16 3.7963781114899286e-16
1739.0001220703125 -1.5550733465178863e-16 2.18364736460134e-16
1740.7445068359375 2.8026372048866113e-16 3.76972304343102e-16
1742.4888916015625 -1.547003240112921e-16 2.1714301054772788e-16
1744.2332763671875 6.240116868713052e-17 3.070375055090835e-16
1745.9776611328125 -1.5473251126328776e-16 2.170995471696219e-16
1747.721923828125 4.521897300317903e-17 2.94937031052625e-16
1749.46630859375 2.618826555469896e-16 3.658133070075166e-16
1751.2105712890625 -3.709062514215607e-16 0.0
1752.954833984375 -1.5449093481975288e-16 2.165832144138214e-16
1754.6990966796875 -3.716639753324389e-16 0.0
1756.443359375 -3.723394576380946e-16 0.0
1758.1875 4.514409330540828e-17 2.956939608701151e-16
1759.9317626953125 2.6174003637449564e-16 3.658802490801293e-16
1761.6759033203125 4.933704337542651e-16 4.31653336816271e-16
1763.4200439453125 2.5851074973286823e-16 3.6145413135381117e-16
1765.1641845703125 -1.519330938423919e-16 2.1269070097449386e-16
1766.9083251953125 -3.626042697472845e-16 0.0
1768.6524658203125 8.928543592063242e-16 5.612132729668022e-16
1770.396484375 6.684797784016331e-16 5.143955385105705e-16
1772.140625 1.6375804436297636e-16 3.687391705655698e-16
1773.8846435546875 1.628103203741172e-16 3.66674289528621e-16
1775.628662109375 -9.59091501883553e-17 2.576946599579683e-16
1777.3726806640625 1.603409149304055e-16 3.6124965230638806e-16
1779.1165771484375 -9.425293607867713e-17 2.5308288319752386e-16
1780.860595703125 -3.440854296027861e-16 0.0
1782.6044921875 -1.1242623310281006e-16 2.295134238165645e-16
1784.348388671875 -3.398359447157501e-16 0.0
1786.09228515625 -9.168004703161259e-17 2.4585885682774716e-16
1787.836181640625 -3.3444727992399585e-16 0.0
1789.580078125 1.3247402065666165e-16 3.285797768192469e-16
1791.3238525390625 6.308465280715982e-16 4.803260734269896e-16
1793.067626953125 3.6933008192539807e-16 4.027076799097498e-16
1794.8114013671875 -8.865892535421782e-17 2.373750012978277e-16
1796.55517578125 1.296200754897863e-16 3.217833167993764e-16
1798.2989501953125 -3.244413591274196e-16 0.0
1800.042724609375 -1.0676485017181952e-16 2.173773342716519e-16
1801.786376953125 -1.3500285075557916e-16 1.8816375025600232e-16
1803.530029296875 -1.4960724724835e-16 1.7310337210492286e-16
1805.273681640625 -3.215946931499347e-16 0.0
1807.017333984375 -1.3441556575555631e-16 1.8722666711854305e-16
1808.760986328125 1.2785181480305414e-16 3.1788535058545093e-16
1810.504638671875 -8.776366446852922e-17 2.342946336362394e-16
1812.2481689453125 -3.222806574883127e-16 0.0
1813.99169921875 -8.799623456955463e-17 2.3476285756761383e-16
1815.7352294921875 -3.219609290205038e-16 0.0
1817.478759765625 1.274065798752638e-16 3.171316500810722e-16
1819.22216796875 3.776930499718766e-16 4.0262318837326117e-16
1820.9656982421875 -1.0537574922554697e-16 2.1385914322056177e-16
1822.7091064453125 -3.1873892156826684e-16 0.0
1824.4525146484375 6.062055984821417e-16 4.619702871248377e-16
1826.1959228515625 7.612498443397987e-16 4.822191391245438e-16
1827.9393310546875 -8.609508897177706e-17 2.290919190461871e-16
1829.6826171875 -3.148697809443276e-16 0.0
1831.4259033203125 1.2463833061984893e-16 3.108000258607871e-16
1833.1693115234375 1.4235390559766441e-16 3.227193676154312e-16
